title,telecommuting,has_company_logo,has_questions,employment_type,fraudulent,in_balanced_dataset,country,industry_group,edu_level
PURPOSE: Project & Business Managers,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Lightning Director,0,1,0,Unknown,0,0,US,Unknown,Unknown
SI-SAP Team Lead,0,1,0,Contract,0,0,US,Tech,Bachelor
"Social Media Strategist, Khmer Service",0,1,0,Unknown,0,0,US,Unknown,Unknown
Junior Web Developer/ Data Analyst,0,1,1,Unknown,0,0,GR,Unknown,Unknown
English Teacher in China,0,0,0,Full-time,0,0,US,Education,Unknown
Lead Developer,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Interactive Designer,0,1,1,Full-time,0,0,FR,Tech,Bachelor
HP3 9RW Business Admin Apprenticeship government funding for 16-18 year olds only,0,1,0,Full-time,0,0,GB,Unknown,Unknown
System Administrator for Linux and Windows,0,1,1,Full-time,0,0,US,Unknown,Unknown
Business and Data Analyst,0,0,1,Unknown,0,0,CA,Unknown,Unknown
.NET Developer,0,1,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Development/Application Engineer,0,1,0,Full-time,0,0,BE,Industrial_Energy,Unknown
Security Engineer,0,1,1,Full-time,0,0,CA,Tech,Bachelor
"International Broadcaster, English to Africa Service",0,1,0,Unknown,0,0,US,Unknown,Unknown
CUSTOMER SERVICE REPRESENTATIVE,0,0,0,Part-time,1,0,US,Corporate_Services,Associate/Vocational
Project Manager,0,1,1,Unknown,0,0,US,Unknown,Unknown
Wanted: High-Performance Marketing Manager,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Certified Nursing Assistant,0,1,1,Contract,0,0,US,Health_Science,Unknown
Warehouse Operative at Wedo Home Colchester,0,1,1,Full-time,0,0,GB,Consumer_Retail,Unknown
Application Developer,0,1,0,Contract,0,0,US,Unknown,Unknown
Front End Software Developer,0,1,0,Full-time,0,0,US,Education,Unknown
Account Manager - West Africa (Expat),0,1,1,Full-time,0,0,NG,Unknown,Unknown
"Webmaster, Korean Service",0,1,0,Unknown,0,0,US,Unknown,Unknown
Marketing Manager,0,1,1,Full-time,0,0,GB,Finance,Bachelor
ITSM Sales,1,0,1,Unknown,0,0,US,Unknown,Unknown
Front end developer (mid-senior),0,1,0,Full-time,0,0,GB,Tech,Unknown
Customer Success Specialist,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
Accounting Assistant,0,0,0,Unknown,0,0,AU,Unknown,Unknown
Director Surveillance & Investigation Epidemiology Resource Center,0,0,0,Full-time,0,0,Unspecified,Health_Science,Master/PhD
Web Designer,1,1,1,Unknown,0,0,SK,Unknown,Unknown
Technical Manager,0,1,0,Full-time,0,0,GB,Consumer_Retail,Unknown
Admin Assistant,0,0,0,Unknown,0,0,AU,Unknown,Unknown
Flight Operations Bases Manager,0,1,1,Full-time,0,0,IE,Logistics_Travel,Bachelor
Web Designer,1,1,1,Full-time,0,0,BG,Tech,Unknown
Controls Engineer- Programming & Debug of PLC- Automotive Environment,0,0,0,Unknown,0,0,US,Unknown,Unknown
Automotive Controls Engineer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Installation Technician,0,1,1,Part-time,0,0,Unspecified,Tech,High School
Digital Account Manager,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Sales Development Rep (Consumer Electronics),0,1,0,Full-time,0,0,US,Tech,Bachelor
Caregiver,0,1,1,Unknown,0,0,US,Unknown,Unknown
Hero Developer Evangelist,0,1,1,Full-time,0,0,US,Tech,Unknown
Process Engineer Biochemical Processes,0,1,0,Full-time,0,0,BE,Health_Science,Unknown
iOS Developer,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Middle School Science Teacher,0,1,1,Full-time,0,0,US,Unknown,Master/PhD
5-Day Work Telemarketer (Exhibitions / Events / Trade Show),0,1,1,Contract,0,0,HK,Unknown,High School
Casual/Part-Time Position,0,0,0,Unknown,0,0,AU,Unknown,Unknown
Product Intern,0,1,1,Full-time,0,0,GB,Tech,Unknown
Junior Web Developer,0,0,1,Unknown,0,0,GR,Unknown,Unknown
BILINGUAL JAPANESE PLANNING AND GENERAL AFFAIRS SUPERVISOR,0,0,1,Full-time,0,0,US,Finance,Bachelor
Telecommunications Installer II/III,0,1,1,Unknown,0,0,US,Unknown,Unknown
English Teacher Abroad (Conversational),0,1,0,Contract,0,0,US,Education,Bachelor
Sr MS BI Developer/Architect,0,1,1,Unknown,0,0,AR,Unknown,Unknown
Telecommunications Technician Apprentice,0,1,1,Unknown,0,0,US,Unknown,Unknown
Scala / Play! Framework / RESTful API developer,0,1,1,Unknown,0,0,US,Unknown,Unknown
Senior .NET Web Developer,0,1,1,Unknown,0,0,ES,Tech,Unknown
DW Database Administrator,0,1,0,Full-time,0,0,US,Tech,Bachelor
Equipment Operator,0,0,1,Unknown,0,0,US,Unknown,Unknown
Outside Territory Manager - Wired and Wireless Electronic Components and Assemblies,0,0,0,Full-time,0,0,US,Tech,Bachelor
Developer / Mobile (iOS or Android),0,1,1,Unknown,0,0,UA,Unknown,Unknown
Full-Time Caregiver for an Active Young Man,0,1,1,Full-time,0,0,US,Government_Public,High School
RECRUITMENT CONSULTANT,0,1,1,Full-time,0,0,GB,Corporate_Services,High School
Game Developer,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Sales Rep,0,0,1,Unknown,0,0,GR,Unknown,Unknown
Associate Digital Producer,0,1,1,Full-time,0,0,US,Media_Entertainment,Bachelor
Web Developer,0,1,1,Full-time,0,0,US,Tech,Bachelor
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Chief Operating Officer,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Customer Service Associate - Part Time,0,1,0,Part-time,0,0,US,Consumer_Retail,High School
Desktop Support / IT Technicians - Start Immediately!,0,1,1,Contract,0,0,US,Unknown,Unknown
Technical Support Engineer - Mobile Augmented Reality,0,1,0,Full-time,0,0,GB,Tech,Unknown
Senior Ruby on Rails Developer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Business Development Manager,0,1,1,Full-time,0,0,US,Tech,Bachelor
Mystery Shopper - Utah,0,1,0,Temporary,0,0,US,Corporate_Services,High School
Executive Assistant,0,1,1,Full-time,0,0,US,Corporate_Services,Unknown
Principal Product Applications Engineer ( FCoE ),0,1,0,Full-time,0,0,US,Tech,Bachelor
Summer Internships,0,1,1,Full-time,0,0,PK,Government_Public,Bachelor
"Senior Recruiter (Mobile, Digital, Growth Stage)",0,1,1,Full-time,0,0,HK,Media_Entertainment,Associate/Vocational
Insurance Sales Representative,0,1,0,Unknown,0,0,US,Finance,Unknown
Project Specialist,0,1,0,Full-time,0,0,US,Health_Science,Unknown
Field Sales Representative,0,1,0,Contract,0,0,US,Unknown,Bachelor
SUNDAYS ONLY: Program Manager,0,1,1,Part-time,0,0,US,Government_Public,Bachelor
Front End Developer,0,1,0,Full-time,0,0,IN,Tech,Bachelor
Frontend Engineer,0,1,0,Unknown,0,0,US,Unknown,Unknown
DevOps Engineer,0,1,0,Full-time,0,0,US,Tech,Unknown
Blipp Developer,0,1,0,Full-time,0,0,JP,Corporate_Services,Unknown
Customer Support Executive,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Cloud Systems Engineer,0,0,0,Full-time,0,0,NL,Tech,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Sr. Systems Developer,0,1,1,Unknown,0,0,US,Unknown,Unknown
Payroll Clerk,0,1,0,Full-time,1,0,US,Corporate_Services,High School
Senior .Net/C# Developer with Investment Banking / Trading Exp,0,0,0,Contract,0,0,US,Unknown,Unknown
PASSIONATE EXPERT PCP's NEEDED TODAY! COMPENSATION & BENEFITS MAXIMUM HOURS FOR MAX PAY!,0,1,1,Unknown,0,0,US,Unknown,Unknown
Lead Ruby Developer,0,1,1,Full-time,0,0,GB,Media_Entertainment,Unknown
Marketing Intern,0,1,1,Full-time,0,0,US,Corporate_Services,Associate/Vocational
Class A/B Driver,0,1,0,Full-time,0,0,US,Unknown,Unknown
Sales Executive,0,0,0,Full-time,0,0,GB,Tech,Unknown
Sustainable Building Associate,0,1,1,Full-time,0,0,US,Health_Science,Unknown
Software Intern,0,1,0,Unknown,0,0,EG,Unknown,Unknown
General/Office Manager,0,1,0,Full-time,0,0,GB,Logistics_Travel,High School
Service Delivery Co-Ordinator,0,1,0,Unknown,0,0,GB,Unknown,Unknown
OUD: Top stage Junior Product Manager in Amersfoort 1,0,1,1,Unknown,0,0,NL,Unknown,Unknown
Sales Associate,0,1,1,Full-time,0,0,US,Tech,Unknown
Customer Service Representative,0,1,1,Unknown,0,0,US,Unknown,Unknown
"Producer, Russian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Software Development Intern,0,1,0,Unknown,0,0,US,Media_Entertainment,Associate/Vocational
Administrative Assistant,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Global Head of Developer Evangelism,0,1,1,Full-time,0,0,FR,Tech,Unknown
Fundraising Agent ($14/hr w Benefits),0,1,1,Full-time,0,0,CA,Unknown,Unknown
Local Representative,0,1,1,Unknown,0,0,US,Unknown,Unknown
Summer Internship,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Customer Service Associate - On Call,0,1,0,Part-time,0,0,US,Finance,High School
Local Representative,1,1,1,Unknown,0,0,US,Unknown,Unknown
Production Engineer,0,1,0,Unknown,0,0,US,Unknown,Unknown
BIOMEDICAL EQUIPMENT TECHNICAN,0,0,0,Unknown,0,0,US,Unknown,Unknown
Graduate Java Software Developer,0,1,0,Full-time,0,0,GB,Unknown,Unknown
DW Solution Architect(ODI is must),0,1,0,Contract,0,0,US,Tech,Bachelor
"Graphic Artist, English Language Web Programming",0,1,0,Unknown,0,0,US,Unknown,Unknown
Accounts & Marketing Associate Director,0,0,1,Full-time,0,0,GR,Unknown,Unknown
Linux Systems Programmer / Python Developer at Flipnode,0,1,1,Full-time,0,0,GR,Tech,Bachelor
Controller,0,0,0,Unknown,0,0,CA,Unknown,Unknown
Sales Representative,0,0,0,Full-time,0,0,US,Finance,Bachelor
Team & Executive Assistant,0,1,1,Unknown,0,0,DE,Education,High School
Front End Programming Goddess,0,1,0,Full-time,0,0,US,Tech,Bachelor
QA Team Leader,0,1,1,Full-time,0,0,GB,Corporate_Services,Bachelor
Marketing Team Intern,0,1,0,Part-time,0,0,Unspecified,Unknown,Unknown
"TV Video Editor I, Tibetan Service",0,1,0,Unknown,0,0,US,Unknown,Unknown
Quality Assurance Engineer,0,1,1,Full-time,0,0,US,Tech,Unknown
CUSTOMER SERVICES REP( FULL TIME POSITION),0,1,1,Full-time,1,0,US,Unknown,High School
Senior Architect / Technician,0,1,0,Full-time,0,0,PH,Unknown,Bachelor
Operations Manager,0,1,1,Full-time,0,0,US,Tech,Bachelor
Product Implementation Manager,0,1,1,Full-time,0,0,US,Tech,Unknown
"Video journalist, Urdu Language",0,1,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Inside Sales Manager - Brazil Market,0,1,1,Unknown,0,0,ES,Unknown,Unknown
Pawsome Ruby Developer,0,1,0,Full-time,0,0,GB,Tech,Unknown
Community & Marketing Manager - Chicago,0,1,1,Full-time,0,0,US,Unknown,Unknown
PHP Developer / Web Developer - Phoenix AZ (Contract),0,0,1,Unknown,0,0,US,Unknown,Unknown
Sales Executive,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Experienced Dog Groomer - Costa Mesa,0,0,0,Full-time,0,0,US,Unknown,Unknown
PHP - Drupal Developer,0,0,1,Unknown,0,0,GR,Unknown,Unknown
Junior Data Scientist,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Core member of startup in the hospitality industry,0,0,1,Full-time,0,0,GR,Logistics_Travel,Bachelor
"Webmaster, Burmese Service",0,1,0,Unknown,0,0,US,Unknown,Unknown
Senior Physical Therapist,0,1,0,Full-time,0,0,US,Health_Science,Bachelor
Shyp Hero Courier - Miami,0,1,1,Contract,0,0,US,Logistics_Travel,High School
Skilled Safe Installer & Mover,0,0,1,Contract,0,0,US,Industrial_Energy,Unknown
Sr Software Engineer (Python/Django) - Remote,0,1,0,Full-time,0,0,US,Tech,Bachelor
DevOps Engineer / Big Data Systems Administrator,0,1,0,Full-time,0,0,GB,Tech,Unknown
NY | POOL UI @DS+LW,0,1,0,Unknown,0,0,US,Unknown,Unknown
Full Time Accounting Assistant,0,1,1,Full-time,0,0,US,Media_Entertainment,High School
Geologist,0,0,0,Unknown,0,0,US,Unknown,Unknown
Human Resources Coordinator,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Experienced  and Senior Java developers,0,1,0,Unknown,0,0,GR,Unknown,Unknown
"Producer, Persian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
Web Developer - JavaScript | PHP,0,1,1,Full-time,0,0,US,Tech,Bachelor
Call Center Supervisor,0,1,0,Full-time,0,0,US,Finance,Unknown
Professional Language Instructor,1,0,1,Unknown,0,0,GB,Unknown,Unknown
Inside Sales Executive,0,1,0,Full-time,0,0,US,Logistics_Travel,Bachelor
Plant Engineering Sales Director,1,0,0,Full-time,0,0,US,Industrial_Energy,Bachelor
Member Services Executive,0,1,1,Full-time,0,0,GB,Logistics_Travel,Unknown
TS25 1XA Plastering Apprenticeship Available 16-18 year olds only!,0,1,1,Unknown,0,0,GB,Industrial_Energy,Unknown
Product Manager,0,1,1,Full-time,0,0,US,Tech,Unknown
Restaurant General Manager,0,1,1,Unknown,0,0,US,Unknown,Unknown
Senior Web Engineer - Drupal,0,1,0,Full-time,0,0,GB,Tech,Bachelor
Sr. Business Analyst,0,0,0,Full-time,0,0,US,Tech,Master/PhD
Court Runner,0,1,1,Full-time,0,0,US,Corporate_Services,High School
Only GC or US Citizens// .Net Developer,0,1,1,Unknown,0,0,CA,Unknown,Unknown
Framer new home construction,0,0,0,Unknown,0,0,CA,Unknown,Unknown
Sales Development Representative,0,1,0,Full-time,0,0,US,Tech,Bachelor
Restaurant Assistant Manager,0,1,1,Unknown,0,0,US,Unknown,Unknown
Mechanical Engineer - Product Design,0,1,1,Full-time,0,0,NZ,Media_Entertainment,Bachelor
Selling Sales Manager - Legal Services,0,1,1,Full-time,0,0,CA,Corporate_Services,Bachelor
Inside Sales Specialist,0,1,1,Full-time,0,0,CA,Corporate_Services,Unknown
Principal Product Applications Engineer ( MACsec ),0,1,0,Full-time,0,0,US,Tech,Bachelor
Senior Endeca SME/Project Manager,0,1,1,Contract,0,0,US,Tech,Master/PhD
Operations Associate (PT),0,1,1,Unknown,0,0,US,Unknown,Unknown
Gatwick Customer Service Apprenticeship 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Unknown,High School
Director/Manager of People Operations,0,1,1,Full-time,0,0,HK,Media_Entertainment,Bachelor
Marketing Manager SEM France,0,1,1,Full-time,0,0,DE,Unknown,Unknown
Software Engineer,0,1,1,Full-time,0,0,GB,Finance,Unknown
Cookbook Project Intern,0,1,1,Part-time,0,0,Unspecified,Unknown,Unknown
Java Developer,0,1,0,Contract,0,0,US,Tech,Unknown
Senior Associate Corporate Finance & Planning,0,0,1,Unknown,0,0,PK,Unknown,Unknown
"International Broadcaster, Urdu Language",0,1,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Office Manager / PA,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Freelance writer/analyst for Brazil/LatAm,1,1,1,Contract,0,0,BR,Tech,Unknown
Lead Developer,1,1,0,Unknown,0,0,SE,Unknown,Unknown
Class 2 Hiab Driver,0,0,0,Unknown,0,0,GB,Unknown,Unknown
"Video Journalist, Armenian Language",0,1,0,Unknown,0,0,US,Unknown,Unknown
"Manager, Global eCommerce & Digital Marketing",0,0,1,Full-time,0,0,US,Consumer_Retail,Bachelor
Web Designer (Front End Developer),0,1,1,Full-time,0,0,GB,Tech,Unknown
Hotel Maintenance Tech,0,1,1,Unknown,0,0,US,Unknown,Unknown
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
*Line Chef/Grill Chef*,0,0,0,Full-time,0,0,GB,Unknown,Unknown
Project Manager,0,0,1,Unknown,0,0,UA,Unknown,Unknown
Sales Representative,0,0,0,Full-time,0,0,US,Finance,Unknown
Experienced and Reliable Warehouse Worker,0,0,0,Unknown,0,0,CA,Unknown,Unknown
Caregiver - Benton Harbor,0,1,1,Part-time,0,0,US,Health_Science,High School
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
BD18 Dental Receptionist Apprenticeship Under NAS 16-24 Year Olds Only,0,1,1,Full-time,0,0,Unspecified,Unknown,High School
Director/VP of Product Development,0,1,0,Full-time,0,0,US,Tech,Bachelor
Software Developer - Mobile (iOS / Android),0,1,1,Full-time,0,0,AU,Tech,Bachelor
Software Developer Intern,1,1,0,Unknown,0,0,GR,Unknown,Unknown
L2 Support Analyst,0,0,1,Full-time,0,0,NZ,Tech,Unknown
Jr. Helpdesk Analyst,0,1,0,Full-time,0,0,US,Media_Entertainment,Unknown
Junior Technical Product Owner,0,1,1,Full-time,0,0,DE,Education,Bachelor
Software/Web Developer,0,1,1,Unknown,0,0,GR,Unknown,Unknown
QA Analyst,0,1,0,Full-time,0,0,US,Unknown,Unknown
"Webmaster, Thai Service",0,1,0,Unknown,0,0,US,Unknown,Unknown
Account Manager,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Drupal Developer,0,1,1,Contract,0,0,GB,Tech,Unknown
Customer Service Representative,1,1,0,Full-time,1,0,US,Finance,High School
Web Developer,0,1,1,Unknown,0,0,US,Unknown,Unknown
Account Director -Fashion and Beauty,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Sales Representative,0,1,1,Full-time,0,0,CA,Logistics_Travel,Unknown
Marketing Communications Specialist,0,1,1,Full-time,0,0,US,Industrial_Energy,Bachelor
"Sr. Manager, Global Solutions Architects",0,1,0,Full-time,0,0,US,Tech,Bachelor
Sr Software Engineer (Python/Django) - Remote,0,1,0,Full-time,0,0,US,Tech,Bachelor
Android Developer,0,1,0,Unknown,0,0,GR,Unknown,Unknown
Front Desk Agent in Arumaila boutique-hotel,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Account Manager,0,1,0,Full-time,0,0,US,Corporate_Services,Unknown
Software Engineer - Backend,0,1,0,Full-time,0,0,US,Unknown,Bachelor
"Graphic Artist, East Asia Pacific Division Office",0,1,0,Unknown,0,0,US,Unknown,Unknown
WF17 6LN Apprentice Management Support Assistant,0,1,1,Full-time,0,0,GB,Unknown,High School
Infrastructure Specialist AIX/UNIX,0,0,1,Unknown,0,0,PH,Unknown,Unknown
Heathrow/Langley Business Admin Apprenticeship,0,1,1,Full-time,0,0,GB,Unknown,Unknown
Carpenter: Join our team today!,0,0,0,Full-time,0,0,US,Industrial_Energy,High School
TapHunter Intern Leadership Program,0,1,1,Unknown,0,0,US,Corporate_Services,Associate/Vocational
Marketing Manager,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Director of Marketing,0,1,1,Full-time,0,0,CA,Unknown,Unknown
Personal Assistant,0,1,1,Unknown,0,0,US,Unknown,Unknown
Gloucester Fragrance and Beauty Promotional Staff,0,1,0,Temporary,0,0,GB,Consumer_Retail,Unknown
Frac Supervisor,0,1,1,Full-time,0,0,US,Industrial_Energy,High School
English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
"Advertising Consultant, Riverside",0,0,1,Full-time,0,0,US,Media_Entertainment,Associate/Vocational
"International Broadcaster, English to South Sudan Programming",0,1,0,Unknown,0,0,US,Unknown,Unknown
Community Relations Specialist,0,1,1,Full-time,0,0,US,Health_Science,Unknown
Oracle IAM Architect,0,1,0,Full-time,0,0,US,Tech,Bachelor
Junior Buyer,0,1,0,Full-time,0,0,GB,Consumer_Retail,Bachelor
Customer Service Associate,0,1,0,Full-time,0,0,US,Industrial_Energy,High School
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
CDL Driver-Joliet,0,1,0,Full-time,0,0,US,Unknown,Unknown
Driver II,0,1,0,Full-time,0,0,US,Unknown,High School
Paralegal,0,0,1,Full-time,0,0,US,Unknown,Associate/Vocational
Dog Daycare Attendant,0,0,1,Part-time,0,0,US,Consumer_Retail,Unknown
Digital Media Analyst,0,1,0,Full-time,0,0,AR,Unknown,Unknown
QC / Production,0,1,1,Full-time,0,0,GB,Consumer_Retail,Unknown
Head of Marketing,0,1,1,Full-time,0,0,SG,Tech,Bachelor
Android Developer,0,0,0,Full-time,0,0,ES,Media_Entertainment,Unknown
"Producer, Indonesian Service ",0,1,0,Unknown,0,0,US,Unknown,Unknown
Business Development Associate,0,1,0,Full-time,0,0,US,Tech,Bachelor
Sales Advisor (Energy),0,1,0,Full-time,0,0,GB,Unknown,Unknown
Executive Director,0,1,1,Full-time,0,0,US,Government_Public,Unknown
Marketing Associate,0,1,0,Full-time,0,0,US,Health_Science,Bachelor
Sales Representative,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
Junior Ruby on Rails Developer [Warszawa],0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
Creative Director - Art,0,1,1,Unknown,0,0,US,Unknown,Unknown
Sales Support,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
Account Executive / Sr. Account Executive,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
Programista Flash / FLEX,0,1,1,Unknown,0,0,Unspecified,Unknown,Unknown
Senior Mechanical Design Engineer,0,0,0,Unknown,1,0,US,Industrial_Energy,Unknown
Sales Executive,0,0,0,Full-time,0,0,GB,Unknown,Unknown
LEAD - Oracle (Hyperion) Essbase - (5-8 YEARS),0,0,0,Unknown,0,0,US,Unknown,Unknown
Entry Level Sales,0,0,0,Full-time,0,0,US,Finance,High School
SE1 3ER Recruitment Apprenticeship government funding for 16-18 year olds only,0,1,0,Full-time,0,0,GB,Unknown,Unknown
Account Manager,0,1,1,Full-time,0,0,GB,Unknown,Unknown
SAP Data Migration,0,1,0,Unknown,0,0,US,Unknown,Unknown
Senior Digital Producer,0,1,1,Unknown,0,0,NZ,Unknown,Unknown
Sales Manager,1,0,1,Unknown,0,0,BY,Unknown,Unknown
Account Manager,0,1,1,Full-time,0,0,GB,Tech,Unknown
Call Center Supervisor,0,1,1,Full-time,0,0,US,Finance,Unknown
Full-Time Caregiver For Shy Young Man,0,1,1,Full-time,0,0,US,Unknown,High School
Brand Ambassador,0,1,1,Unknown,0,0,US,Media_Entertainment,High School
Teacher Education Portfolio Coordinator,0,1,1,Part-time,0,0,US,Education,Master/PhD
"Sales, Key Accounts (BENELUX)",0,1,1,Full-time,0,0,FR,Tech,Unknown
Payroll/Admin Assistant,0,1,1,Unknown,0,0,GB,Unknown,Unknown
Sheffield Lettings Agency Office Assistant Apprenticeship Under NAS 16-18 Year Olds Only,0,1,1,Unknown,0,0,GB,Unknown,High School
Business Development Intern,0,0,0,Unknown,0,0,DE,Unknown,Unknown
Account Manager,0,1,1,Full-time,0,0,GR,Corporate_Services,Master/PhD
